"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2014","2014",10.1,,
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2015","2015",3.1,,
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2016","2016",14.6,,
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2017","2017",2.5,,
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2018","2018",12.5,,
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2019","2019",9.4,,
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2020","2020",11.8,,
"WAITCOBW","Coronary bypass","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2021","2021",21.4,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2017","2017",73,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2019","2019",99,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2020","2020",139,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2021","2021",189.6,,
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2012","2012",144,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2013","2013",141.4,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2014","2014",140.3,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2015","2015",135.5,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2016","2016",129.3,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2017","2017",142.6,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2018","2018",137,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2019","2019",157,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2020","2020",158,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2010","2010",51.8,"E","Estimated value"
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2011","2011",46.1,"E","Estimated value"
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2012","2012",49.6,"E","Estimated value"
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2013","2013",58.5,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2014","2014",50.1,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2015","2015",65.1,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2016","2016",63.4,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2017","2017",64.5,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2018","2018",54,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2019","2019",55.9,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2020","2020",76.4,,
"WAITPROW","Prostatectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2021","2021",62.2,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2013","2013",18,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2014","2014",19.9,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2015","2015",16.4,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2016","2016",17.2,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2017","2017",25.2,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2018","2018",26.1,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2019","2019",27.3,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2020","2020",24.8,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2021","2021",23.6,"P","Provisional value"
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2010","2010",99,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2011","2011",97,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2012","2012",111,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2013","2013",112,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2014","2014",95,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2015","2015",78,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2016","2016",79,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2017","2017",75,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2018","2018",89,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2019","2019",106,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2020","2020",120,,
"WAITKNEW","Knee replacement","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","NZL","New Zealand","2021","2021",127,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2010","2010",34.5,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2011","2011",34.5,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2012","2012",26.4,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2013","2013",25.7,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2014","2014",12,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2015","2015",13.8,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2016","2016",15.6,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2017","2017",21.1,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2018","2018",21,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2019","2019",33.4,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2020","2020",38.7,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","NZL","New Zealand","2021","2021",58.1,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2012","2012",371,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2013","2013",404,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2014","2014",423,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2015","2015",451,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2016","2016",480,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2017","2017",486,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2018","2018",544,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2019","2019",487.8,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","POL","Poland","2020","2020",550.8,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2012","2012",137.6,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2013","2013",128,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2014","2014",117.7,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2015","2015",116.7,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2016","2016",114,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2017","2017",128.5,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2018","2018",156,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2019","2019",160,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NOR","Norway","2020","2020",178,"D","Difference in methodology"
"WAITPROW","Prostatectomy","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2017","2017",158,,
"WAITPROW","Prostatectomy","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2019","2019",138,,
"WAITPROW","Prostatectomy","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2020","2020",183,,
"WAITPROW","Prostatectomy","WTPAMEQT","Waiting times of patients on the list: Mean (days)","SWE","Sweden","2021","2021",198.9,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2010","2010",48.8,"E","Estimated value"
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2011","2011",58.8,"E","Estimated value"
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2012","2012",65.2,"E","Estimated value"
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2013","2013",65.5,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2014","2014",67.1,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2015","2015",73,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2016","2016",76.5,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2017","2017",79.3,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2018","2018",69.7,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2019","2019",56.3,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2020","2020",89.6,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","IRL","Ireland","2021","2021",51.2,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2010","2010",34.4,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2011","2011",34.4,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2012","2012",33.4,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2013","2013",30.6,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2014","2014",30.2,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2015","2015",30,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2016","2016",37.6,"B","Break"
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2017","2017",38.9,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2018","2018",44,"E","Estimated value"
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2019","2019",43.3,"B; D","Break; Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2020","2020",47,"D","Difference in methodology"
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","NLD","Netherlands","2021","2021",55.8,"B; D","Break; Difference in methodology"
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2017","2017",21.2,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2019","2019",27.8,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2020","2020",24.9,,
"WAITPROW","Prostatectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2021","2021",26.9,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2010","2010",94,"E","Estimated value"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2011","2011",102.5,"E","Estimated value"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2012","2012",83,"E","Estimated value"
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2013","2013",105,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2014","2014",109,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2015","2015",136,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2016","2016",147,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2017","2017",154,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2018","2018",126,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2019","2019",103,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2020","2020",188,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2021","2021",103,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2013","2013",48.8,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2014","2014",48.5,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2015","2015",61.1,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2016","2016",64.2,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2017","2017",62.4,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2018","2018",62.3,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2019","2019",62,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2020","2020",63,,
"WAITHYSW","Hysterectomy","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2021","2021",66,"P","Provisional value"
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2010","2010",156.5,"E; B","Estimated value; Break"
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2011","2011",77,"E","Estimated value"
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2012","2012",107,"E","Estimated value"
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2013","2013",118,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2014","2014",133,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2015","2015",106,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2016","2016",135,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2017","2017",135.5,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2018","2018",110,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2019","2019",107,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2020","2020",170,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","IRL","Ireland","2021","2021",198,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2012","2012",79,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2013","2013",82,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2014","2014",84,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2015","2015",85,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2016","2016",85,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2017","2017",80,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2018","2018",71,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2019","2019",46,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","POL","Poland","2020","2020",26,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2010","2010",31,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2011","2011",47,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2012","2012",28,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2013","2013",15,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2014","2014",26,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2015","2015",28,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2016","2016",36,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2017","2017",32,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2018","2018",52,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2019","2019",36,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2020","2020",41,,
"WAITCOBW","Coronary bypass","WTPAMDMB","Waiting times of patients on the list: Median (days)","NZL","New Zealand","2021","2021",49,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2017","2017",16.2,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2018","2018",19.9,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2019","2019",22.6,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2020","2020",17.8,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","SWE","Sweden","2021","2021",20.7,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2013","2013",19.4,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2014","2014",19.7,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2015","2015",21.3,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2016","2016",21.6,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2017","2017",30.5,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2018","2018",22.9,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2019","2019",24,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2020","2020",25,"D","Difference in methodology"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ITA","Italy","2021","2021",24,"D; P","Difference in methodology; Provisional value"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2010","2010",87.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2011","2011",83.7,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","NZL","New Zealand","2012","2012",71.9,,
